Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
PIA,19.0,0 days 00:01:20.850000,1.0,0 days 01:24:48.803000,0 days 00:00:23.806000,0 days 00:00:32.673000,0 days 00:00:24.371000
PIA,20.0,0 days 00:01:21.126000,1.0,0 days 01:26:09.929000,0 days 00:00:23.870000,0 days 00:00:32.832000,0 days 00:00:24.424000
PIA,21.0,0 days 00:01:21.471000,1.0,0 days 01:27:31.400000,0 days 00:00:23.830000,0 days 00:00:33.006000,0 days 00:00:24.635000
PIA,22.0,0 days 00:01:25.235000,1.0,0 days 01:28:56.635000,0 days 00:00:24.005000,0 days 00:00:32.982000,0 days 00:00:28.248000
PIA,23.0,0 days 00:01:38.679000,2.0,0 days 01:30:35.314000,0 days 00:00:42.367000,0 days 00:00:32.392000,0 days 00:00:23.920000
PIA,24.0,0 days 00:01:19.985000,2.0,0 days 01:31:55.299000,0 days 00:00:23.897000,0 days 00:00:32.083000,0 days 00:00:24.005000
PIA,25.0,0 days 00:01:19.850000,2.0,0 days 01:33:15.149000,0 days 00:00:23.825000,0 days 00:00:32.069000,0 days 00:00:23.956000
PIA,26.0,0 days 00:01:19.913000,2.0,0 days 01:34:35.062000,0 days 00:00:23.848000,0 days 00:00:32.111000,0 days 00:00:23.954000
PIA,27.0,0 days 00:01:19.749000,2.0,0 days 01:35:54.811000,0 days 00:00:23.682000,0 days 00:00:31.985000,0 days 00:00:24.082000
PIA,28.0,0 days 00:01:19.904000,2.0,0 days 01:37:14.715000,0 days 00:00:23.747000,0 days 00:00:32.087000,0 days 00:00:24.070000
PIA,29.0,0 days 00:01:19.919000,1.0,0 days 01:38:34.634000,0 days 00:00:23.642000,0 days 00:00:32.072000,0 days 00:00:24.205000
PIA,30.0,0 days 00:01:19.807000,1.0,0 days 01:39:54.441000,0 days 00:00:23.655000,0 days 00:00:32.076000,0 days 00:00:24.076000
PIA,31.0,0 days 00:01:19.719000,1.0,0 days 01:41:14.160000,0 days 00:00:23.677000,0 days 00:00:31.965000,0 days 00:00:24.077000
PIA,32.0,0 days 00:01:19.983000,1.0,0 days 01:42:34.143000,0 days 00:00:23.732000,0 days 00:00:32.090000,0 days 00:00:24.161000
PIA,33.0,0 days 00:01:20.387000,1.0,0 days 01:43:54.530000,0 days 00:00:23.835000,0 days 00:00:32.204000,0 days 00:00:24.348000
PIA,34.0,0 days 00:01:20.474000,1.0,0 days 01:45:15.004000,0 days 00:00:24.056000,0 days 00:00:32.266000,0 days 00:00:24.152000
PIA,35.0,0 days 00:01:20.150000,1.0,0 days 01:46:35.154000,0 days 00:00:23.796000,0 days 00:00:32.219000,0 days 00:00:24.135000
PIA,36.0,0 days 00:01:20.129000,1.0,0 days 01:47:55.283000,0 days 00:00:23.762000,0 days 00:00:32.053000,0 days 00:00:24.314000
PIA,37.0,0 days 00:01:20.457000,1.0,0 days 01:49:15.740000,0 days 00:00:23.749000,0 days 00:00:32.436000,0 days 00:00:24.272000
PIA,38.0,0 days 00:01:19.681000,1.0,0 days 01:50:35.421000,0 days 00:00:23.495000,0 days 00:00:32.071000,0 days 00:00:24.115000
PIA,39.0,0 days 00:01:19.945000,1.0,0 days 01:51:55.366000,0 days 00:00:23.596000,0 days 00:00:32.134000,0 days 00:00:24.215000
PIA,40.0,0 days 00:01:20.293000,1.0,0 days 01:53:15.659000,0 days 00:00:23.622000,0 days 00:00:32.260000,0 days 00:00:24.411000
PIA,41.0,0 days 00:01:20.125000,1.0,0 days 01:54:35.784000,0 days 00:00:23.610000,0 days 00:00:32.192000,0 days 00:00:24.323000
PIA,42.0,0 days 00:01:20.141000,1.0,0 days 01:55:55.925000,0 days 00:00:23.559000,0 days 00:00:32.464000,0 days 00:00:24.118000
PIA,43.0,0 days 00:01:19.489000,1.0,0 days 01:57:15.414000,0 days 00:00:23.260000,0 days 00:00:32.060000,0 days 00:00:24.169000
PIA,44.0,0 days 00:01:19.694000,1.0,0 days 01:58:35.108000,0 days 00:00:23.633000,0 days 00:00:32.109000,0 days 00:00:23.952000
PIA,45.0,0 days 00:01:19.438000,1.0,0 days 01:59:54.546000,0 days 00:00:23.473000,0 days 00:00:32.026000,0 days 00:00:23.939000
PIA,46.0,0 days 00:01:19.235000,1.0,0 days 02:01:13.781000,0 days 00:00:23.355000,0 days 00:00:31.911000,0 days 00:00:23.969000
PIA,47.0,0 days 00:01:19.630000,1.0,0 days 02:02:33.411000,0 days 00:00:23.435000,0 days 00:00:32.138000,0 days 00:00:24.057000
PIA,48.0,0 days 00:01:19.378000,1.0,0 days 02:03:52.789000,0 days 00:00:23.414000,0 days 00:00:32.010000,0 days 00:00:23.954000
PIA,49.0,0 days 00:01:23.190000,1.0,0 days 02:05:15.979000,0 days 00:00:23.405000,0 days 00:00:32.173000,0 days 00:00:27.612000
PIA,50.0,0 days 00:01:37.740000,1.0,0 days 02:06:53.719000,0 days 00:00:42.176000,0 days 00:00:31.785000,0 days 00:00:23.779000
PIA,51.0,0 days 00:01:18.780000,1.0,0 days 02:08:12.499000,0 days 00:00:23.425000,0 days 00:00:31.573000,0 days 00:00:23.782000
PIA,52.0,0 days 00:01:18.796000,1.0,0 days 02:09:31.295000,0 days 00:00:23.254000,0 days 00:00:31.783000,0 days 00:00:23.759000
PIA,53.0,0 days 00:01:17.885000,1.0,0 days 02:10:49.180000,0 days 00:00:23.183000,0 days 00:00:31.381000,0 days 00:00:23.321000
PIA,54.0,0 days 00:01:17.766000,1.0,0 days 02:12:06.946000,0 days 00:00:23.099000,0 days 00:00:31.335000,0 days 00:00:23.332000
PIA,55.0,0 days 00:01:31.156000,1.0,0 days 02:13:38.102000,0 days 00:00:23.051000,0 days 00:00:34.302000,0 days 00:00:33.803000
PIA,56.0,0 days 00:02:28.794000,1.0,0 days 02:16:06.896000,0 days 00:00:48.336000,0 days 00:00:59.483000,0 days 00:00:40.975000
PIA,57.0,0 days 00:02:05.517000,1.0,0 days 02:18:12.413000,0 days 00:00:38.853000,0 days 00:00:50.521000,0 days 00:00:36.143000
PIA,58.0,0 days 00:02:11.884000,1.0,0 days 02:20:24.297000,0 days 00:00:40.221000,0 days 00:00:49.470000,0 days 00:00:42.193000
PIA,59.0,0 days 00:02:03.898000,1.0,0 days 02:22:28.195000,0 days 00:00:39.114000,0 days 00:00:48.246000,0 days 00:00:36.538000
PIA,60.0,0 days 00:02:03.756000,1.0,0 days 02:24:31.951000,0 days 00:00:35.169000,0 days 00:00:47.306000,0 days 00:00:41.281000
PIA,61.0,0 days 00:01:15.743000,1.0,0 days 02:25:47.694000,0 days 00:00:22.645000,0 days 00:00:30.476000,0 days 00:00:22.622000
PIA,62.0,0 days 00:01:15.933000,1.0,0 days 02:27:03.627000,0 days 00:00:22.740000,0 days 00:00:30.590000,0 days 00:00:22.603000
PIA,63.0,0 days 00:01:16.377000,1.0,0 days 02:28:20.004000,0 days 00:00:22.626000,0 days 00:00:30.748000,0 days 00:00:23.003000
PIA,64.0,0 days 00:01:16.580000,1.0,0 days 02:29:36.584000,0 days 00:00:22.698000,0 days 00:00:30.883000,0 days 00:00:22.999000
PIA,65.0,0 days 00:01:16.994000,1.0,0 days 02:30:53.578000,0 days 00:00:22.605000,0 days 00:00:31.169000,0 days 00:00:23.220000
PIA,66.0,0 days 00:01:17.445000,1.0,0 days 02:32:11.023000,0 days 00:00:22.694000,0 days 00:00:31.406000,0 days 00:00:23.345000
BEA,1.0,0 days 00:01:30.837000,15.0,0 days 01:00:44.485000,,0 days 00:00:34.847000,0 days 00:00:25.205000
BEA,2.0,0 days 00:01:23.868000,15.0,0 days 01:02:08.353000,0 days 00:00:24.837000,0 days 00:00:34.059000,0 days 00:00:24.972000
BEA,3.0,0 days 00:01:22.603000,15.0,0 days 01:03:30.956000,0 days 00:00:24.267000,0 days 00:00:33.558000,0 days 00:00:24.778000
BEA,4.0,0 days 00:01:22.344000,15.0,0 days 01:04:53.300000,0 days 00:00:23.984000,0 days 00:00:33.616000,0 days 00:00:24.744000
BEA,5.0,0 days 00:01:22.177000,15.0,0 days 01:06:15.477000,0 days 00:00:23.996000,0 days 00:00:33.237000,0 days 00:00:24.944000
BEA,6.0,0 days 00:01:22.587000,14.0,0 days 01:07:38.064000,0 days 00:00:24.108000,0 days 00:00:33.557000,0 days 00:00:24.922000
BEA,7.0,0 days 00:01:22.068000,14.0,0 days 01:09:00.132000,0 days 00:00:23.936000,0 days 00:00:33.312000,0 days 00:00:24.820000
BEA,8.0,0 days 00:01:26.186000,16.0,0 days 01:10:26.318000,0 days 00:00:24.367000,0 days 00:00:33.495000,0 days 00:00:28.324000
BEA,9.0,0 days 00:01:37.669000,17.0,0 days 01:12:03.987000,0 days 00:00:42.015000,0 days 00:00:31.785000,0 days 00:00:23.869000
BEA,10.0,0 days 00:01:20.386000,16.0,0 days 01:13:24.373000,0 days 00:00:23.882000,0 days 00:00:32.324000,0 days 00:00:24.180000
BEA,11.0,0 days 00:01:21.715000,16.0,0 days 01:14:46.088000,0 days 00:00:24.167000,0 days 00:00:32.868000,0 days 00:00:24.680000
BEA,12.0,0 days 00:01:22.380000,16.0,0 days 01:16:08.468000,0 days 00:00:24.305000,0 days 00:00:33.227000,0 days 00:00:24.848000
BEA,13.0,0 days 00:01:22.327000,16.0,0 days 01:17:30.795000,0 days 00:00:24.448000,0 days 00:00:33.183000,0 days 00:00:24.696000
BEA,14.0,0 days 00:01:22.444000,16.0,0 days 01:18:53.239000,0 days 00:00:24.272000,0 days 00:00:33.219000,0 days 00:00:24.953000
BEA,15.0,0 days 00:01:22.126000,15.0,0 days 01:20:15.365000,0 days 00:00:24.282000,0 days 00:00:33.034000,0 days 00:00:24.810000
BEA,16.0,0 days 00:01:21.646000,14.0,0 days 01:21:37.011000,0 days 00:00:24.151000,0 days 00:00:32.881000,0 days 00:00:24.614000
BEA,17.0,0 days 00:01:21.777000,14.0,0 days 01:22:58.788000,0 days 00:00:24.119000,0 days 00:00:33.014000,0 days 00:00:24.644000
BEA,18.0,0 days 00:01:22.312000,14.0,0 days 01:24:21.100000,0 days 00:00:24.218000,0 days 00:00:33.242000,0 days 00:00:24.852000
BEA,19.0,0 days 00:01:22.410000,13.0,0 days 01:25:43.510000,0 days 00:00:24.260000,0 days 00:00:33.358000,0 days 00:00:24.792000
BEA,20.0,0 days 00:01:23.758000,11.0,0 days 01:27:07.268000,0 days 00:00:24.566000,0 days 00:00:34.206000,0 days 00:00:24.986000
BEA,21.0,0 days 00:01:22.287000,11.0,0 days 01:28:29.555000,0 days 00:00:24.316000,0 days 00:00:33.254000,0 days 00:00:24.717000
BEA,22.0,0 days 00:01:22.339000,11.0,0 days 01:29:51.894000,0 days 00:00:24.355000,0 days 00:00:33.251000,0 days 00:00:24.733000
BEA,23.0,0 days 00:01:22.529000,11.0,0 days 01:31:14.423000,0 days 00:00:24.435000,0 days 00:00:33.257000,0 days 00:00:24.837000
BEA,24.0,0 days 00:01:22.515000,11.0,0 days 01:32:36.938000,0 days 00:00:24.468000,0 days 00:00:33.311000,0 days 00:00:24.736000
BEA,25.0,0 days 00:01:21.911000,11.0,0 days 01:33:58.849000,0 days 00:00:24.160000,0 days 00:00:33.100000,0 days 00:00:24.651000
BEA,26.0,0 days 00:01:22.059000,11.0,0 days 01:35:20.908000,0 days 00:00:24.229000,0 days 00:00:33.102000,0 days 00:00:24.728000
BEA,27.0,0 days 00:01:21.802000,11.0,0 days 01:36:42.710000,0 days 00:00:24.153000,0 days 00:00:33.026000,0 days 00:00:24.623000
BEA,28.0,0 days 00:01:21.671000,11.0,0 days 01:38:04.381000,0 days 00:00:24.045000,0 days 00:00:33.064000,0 days 00:00:24.562000
BEA,29.0,0 days 00:01:21.576000,11.0,0 days 01:39:25.957000,0 days 00:00:24.027000,0 days 00:00:33,0 days 00:00:24.549000
BEA,30.0,0 days 00:01:21.748000,11.0,0 days 01:40:47.705000,0 days 00:00:24.056000,0 days 00:00:33.099000,0 days 00:00:24.593000
BEA,31.0,0 days 00:01:23.130000,11.0,0 days 01:42:10.835000,0 days 00:00:24.991000,0 days 00:00:33.312000,0 days 00:00:24.827000
BEA,32.0,0 days 00:01:21.870000,10.0,0 days 01:43:32.705000,0 days 00:00:24.245000,0 days 00:00:33.045000,0 days 00:00:24.580000
BEA,33.0,0 days 00:01:21.860000,10.0,0 days 01:44:54.565000,0 days 00:00:24.200000,0 days 00:00:32.999000,0 days 00:00:24.661000
BEA,34.0,0 days 00:01:21.902000,10.0,0 days 01:46:16.467000,0 days 00:00:24.258000,0 days 00:00:33.051000,0 days 00:00:24.593000
BEA,35.0,0 days 00:01:27.065000,12.0,0 days 01:47:43.532000,0 days 00:00:25.166000,0 days 00:00:33.646000,0 days 00:00:28.253000
BEA,36.0,0 days 00:01:38.677000,16.0,0 days 01:49:22.209000,0 days 00:00:42.411000,0 days 00:00:32.119000,0 days 00:00:24.147000
BEA,37.0,0 days 00:01:22.683000,16.0,0 days 01:50:44.892000,0 days 00:00:23.917000,0 days 00:00:34.211000,0 days 00:00:24.555000
BEA,38.0,0 days 00:01:20.856000,16.0,0 days 01:52:05.748000,0 days 00:00:23.960000,0 days 00:00:32.555000,0 days 00:00:24.341000
BEA,39.0,0 days 00:01:20.508000,16.0,0 days 01:53:26.256000,0 days 00:00:23.936000,0 days 00:00:32.372000,0 days 00:00:24.200000
BEA,40.0,0 days 00:01:20.849000,16.0,0 days 01:54:47.105000,0 days 00:00:23.905000,0 days 00:00:32.581000,0 days 00:00:24.363000
BEA,41.0,0 days 00:01:20.615000,16.0,0 days 01:56:07.720000,0 days 00:00:23.920000,0 days 00:00:32.496000,0 days 00:00:24.199000
BEA,42.0,0 days 00:01:20.455000,16.0,0 days 01:57:28.175000,0 days 00:00:23.731000,0 days 00:00:32.479000,0 days 00:00:24.245000
BEA,43.0,0 days 00:01:20.747000,15.0,0 days 01:58:48.922000,0 days 00:00:23.906000,0 days 00:00:32.651000,0 days 00:00:24.190000
BEA,44.0,0 days 00:01:20.529000,14.0,0 days 02:00:09.451000,0 days 00:00:23.847000,0 days 00:00:32.606000,0 days 00:00:24.076000
BEA,45.0,0 days 00:01:20.579000,12.0,0 days 02:01:30.030000,0 days 00:00:23.845000,0 days 00:00:32.546000,0 days 00:00:24.188000
BEA,46.0,0 days 00:01:20.236000,12.0,0 days 02:02:50.266000,0 days 00:00:23.705000,0 days 00:00:32.395000,0 days 00:00:24.136000
BEA,47.0,0 days 00:01:20.017000,12.0,0 days 02:04:10.283000,0 days 00:00:23.446000,0 days 00:00:32.370000,0 days 00:00:24.201000
BEA,48.0,0 days 00:01:20.963000,12.0,0 days 02:05:31.246000,0 days 00:00:23.815000,0 days 00:00:32.772000,0 days 00:00:24.376000
BEA,49.0,0 days 00:01:20.718000,11.0,0 days 02:06:51.964000,0 days 00:00:23.487000,0 days 00:00:32.964000,0 days 00:00:24.267000
BEA,50.0,0 days 00:01:21.975000,11.0,0 days 02:08:13.939000,0 days 00:00:23.316000,0 days 00:00:34.378000,0 days 00:00:24.281000
BEA,51.0,0 days 00:01:22.963000,11.0,0 days 02:09:36.902000,0 days 00:00:24.409000,0 days 00:00:34.094000,0 days 00:00:24.460000
BEA,52.0,0 days 00:01:22.704000,13.0,0 days 02:10:59.606000,0 days 00:00:24.733000,0 days 00:00:33.554000,0 days 00:00:24.417000
BEA,53.0,0 days 00:01:20.958000,13.0,0 days 02:12:20.564000,0 days 00:00:23.806000,0 days 00:00:32.856000,0 days 00:00:24.296000
BEA,54.0,0 days 00:01:38.755000,12.0,0 days 02:13:59.319000,0 days 00:00:23.781000,0 days 00:00:42.989000,0 days 00:00:31.985000
BEA,55.0,0 days 00:02:16.078000,15.0,0 days 02:16:15.397000,0 days 00:00:48.481000,0 days 00:00:48.352000,0 days 00:00:39.245000
BEA,56.0,0 days 00:02:07.286000,14.0,0 days 02:18:22.683000,0 days 00:00:38.371000,0 days 00:00:48.875000,0 days 00:00:40.040000
BEA,57.0,0 days 00:01:55.055000,14.0,0 days 02:20:17.738000,0 days 00:00:37.475000,0 days 00:00:48.707000,0 days 00:00:28.873000
BEA,58.0,0 days 00:01:23.573000,14.0,0 days 02:21:41.311000,0 days 00:00:24.395000,0 days 00:00:34.061000,0 days 00:00:25.117000
BEA,59.0,0 days 00:01:22.104000,14.0,0 days 02:23:03.415000,0 days 00:00:24.419000,0 days 00:00:33.069000,0 days 00:00:24.616000
BEA,60.0,0 days 00:01:33.977000,14.0,0 days 02:24:37.392000,0 days 00:00:24.322000,0 days 00:00:36.810000,0 days 00:00:32.845000
BEA,61.0,0 days 00:01:21.477000,14.0,0 days 02:25:58.869000,0 days 00:00:23.950000,0 days 00:00:33.295000,0 days 00:00:24.232000
BEA,62.0,0 days 00:01:20.255000,14.0,0 days 02:27:19.124000,0 days 00:00:23.593000,0 days 00:00:32.490000,0 days 00:00:24.172000
BEA,63.0,0 days 00:01:18.907000,13.0,0 days 02:28:38.031000,0 days 00:00:22.884000,0 days 00:00:32.034000,0 days 00:00:23.989000
BEA,64.0,0 days 00:01:20.300000,13.0,0 days 02:29:58.331000,0 days 00:00:23.498000,0 days 00:00:32.736000,0 days 00:00:24.066000
BEA,65.0,0 days 00:01:20.082000,13.0,0 days 02:31:18.413000,0 days 00:00:23.363000,0 days 00:00:32.711000,0 days 00:00:24.008000
BEA,66.0,0 days 00:01:19.675000,13.0,0 days 02:32:38.088000,0 days 00:00:23.435000,0 days 00:00:32.304000,0 days 00:00:23.936000
